genre,file,sceneCount,wordCount,dialogueLines
Sci-Fi,robin-hood-the-prince-of-thieves-pdf.fountain,123,25637,991
Sci-Fi,rocknrolla-pdf.fountain,162,23987,746
Sci-Fi,room-pdf.fountain,133,22754,794
Sci-Fi,rough-diamonds-filmed-as-wild-things-diamonds-in-the-rough-p.fountain,150,21081,699
Sci-Fi,the-royal-tenenbaums-pdf.fountain,143,25774,767
Sci-Fi,the-saint.fountain,285,28879,491
Sci-Fi,save-the-last-dance-pdf.fountain,154,25608,788
Sci-Fi,second-act-pdf.fountain,161,19512,913
Sci-Fi,silence-pdf.fountain,193,26679,58
Sci-Fi,sing-street-pdf.fountain,144,24635,918
Sci-Fi,slow-west-pdf.fountain,104,15541,278
Sci-Fi,solaris.fountain,120,12342,507
Sci-Fi,something-s-gotta-give-pdf.fountain,83,26574,1034
Sci-Fi,somewhere-pdf.fountain,96,6733,140
Sci-Fi,space-cowboys-pdf.fountain,177,25629,929
Sci-Fi,spanglish-pdf.fountain,200,27529,811
Sci-Fi,spare-me.fountain,22,16171,728
Sci-Fi,sphere.fountain,201,23577,1343
Sci-Fi,something-borrowed-filmed-as-the-wedding-date.fountain,136,20700,585
Sci-Fi,the-spectacular-now-pdf.fountain,103,22653,1124
Sci-Fi,state-and-main.fountain,183,21839,1283
Sci-Fi,stuart-little-2-pdf.fountain,102,15773,684
Sci-Fi,sully-pdf.fountain,186,21127,694
Sci-Fi,suspect-zero-pdf.fountain,57,29012,638
Sci-Fi,sweet-november-pdf.fountain,138,22709,945
Sci-Fi,taking-lives-pdf.fountain,186,21479,743
Sci-Fi,this-boy-s-life-pdf.fountain,188,26612,730
Sci-Fi,the-three-musketeers-pdf.fountain,98,28839,953
Sci-Fi,three-thousand-filmed-as-pretty-woman-pdf.fountain,129,27427,1007
Sci-Fi,summer-of-84-pdf.fountain,117,25297,802
Sci-Fi,ticker-pdf.fountain,101,15303,516
Sci-Fi,the-time-machine.fountain,98,19963,734
Sci-Fi,tin-cup-pdf.fountain,174,26909,1032
Sci-Fi,titanic.fountain,208,43358,996
Sci-Fi,toni-erdmann-pdf.fountain,113,27823,163
Sci-Fi,tombstone-pdf.fountain,113,30648,1002
Sci-Fi,toy-story.fountain,121,21455,867
Sci-Fi,training-day-pdf.fountain,92,21133,957
Sci-Fi,training-day.fountain,85,20319,1053
Sci-Fi,trainspotting.fountain,190,17373,568
Sci-Fi,troy-pdf.fountain,227,33071,873
Sci-Fi,trainwreck-pdf.fountain,115,19239,1283
Sci-Fi,unbroken-pdf.fountain,199,20203,324
Sci-Fi,vicky-cristina-barcelona-pdf.fountain,207,23157,1001
Sci-Fi,virtuosity-pdf.fountain,166,26926,557
Sci-Fi,a-walk-to-remember-pdf.fountain,229,19715,841
Sci-Fi,a-walk-to-remember.fountain,229,19398,845
Sci-Fi,while-we-re-young-pdf.fountain,111,22124,1062
Sci-Fi,what-to-expect-when-you-re-expecting-pdf.fountain,145,25040,822
Sci-Fi,wild-at-heart.fountain,27,27657,1069
Sci-Fi,wild-wild-west-pdf.fountain,233,29157,666
Sci-Fi,vantage-point-pdf.fountain,169,23138,532
Sci-Fi,woman-in-gold-pdf.fountain,228,30426,880
Sci-Fi,wind-chill-pdf.fountain,117,20951,414
Sci-Fi,wonderstruck-pdf.fountain,156,22939,347
Sci-Fi,the-x-files-movie.fountain,137,28369,629
Sci-Fi,youth-pdf.fountain,7,28586,615
Sci-Fi,you-ve-got-mail.fountain,202,24535,1103
Sci-Fi,youth-in-revolt-pdf.fountain,247,25931,1002
Sci-Fi,the-zero-theorem-pdf.fountain,83,19793,774
Sci-Fi,zootopia-pdf.fountain,102,19841,734
Sci-Fi,wreck-it-ralph-pdf.fountain,75,20882,892
Sci-Fi,ali-html.fountain,253,32297,806
Sci-Fi,avatar-html.fountain,165,35681,795
Sci-Fi,backdraft-html.fountain,214,27453,970
Sci-Fi,crank-html.fountain,182,22500,676
Sci-Fi,fracture-html.fountain,139,23264,915
Sci-Fi,godfather-html.fountain,230,32649,906
Sci-Fi,good-will-hunting-html.fountain,127,23860,1231
Sci-Fi,gothika-html.fountain,158,26098,1
Sci-Fi,hanna-html.fountain,8,25569,761
Sci-Fi,high-fidelity-html.fountain,118,26465,1043
Sci-Fi,inception-html.fountain,288,28286,1224
Sci-Fi,inglourious-basterds-html.fountain,107,34205,982
Sci-Fi,invictus-html.fountain,272,28792,724
Sci-Fi,john-wick-html.fountain,464,19209,465
Sci-Fi,knocked-up-html.fountain,170,25660,1840
Sci-Fi,kung-fu-panda-html.fountain,70,15184,684
Sci-Fi,limitless-html.fountain,223,23725,683
Sci-Fi,matrix-the-html.fountain,222,23650,831
Sci-Fi,mimic-html.fountain,147,21386,561
Sci-Fi,pandorum-html.fountain,120,28396,744
Sci-Fi,pearl-harbor-html.fountain,314,33629,812
Sci-Fi,pi-html.fountain,63,15148,510
Sci-Fi,pleasantville-html.fountain,192,32770,899
Sci-Fi,pulp-fiction-html.fountain,117,28138,1183
Sci-Fi,ronin-html.fountain,99,28401,758
Sci-Fi,se7en-html.fountain,206,34843,834
Sci-Fi,signs-html.fountain,95,22983,648
Sci-Fi,sixth-sense-the-html.fountain,123,23305,672
Sci-Fi,spartan-html.fountain,315,29930,689
Sci-Fi,star-wars-a-new-hope-html.fountain,486,33473,1004
Sci-Fi,syriana-html.fountain,6,29232,653
Sci-Fi,terminator-2-judgement-day-html.fountain,11,35903,526
Sci-Fi,true-romance-html.fountain,87,26880,1009
Sci-Fi,valkyrie-html.fountain,31,24835,658
Sci-Fi,watchmen-html.fountain,201,27514,847
Sci-Fi,beloved-html.fountain,235,33863,1076
Sci-Fi,blink-twice-html.fountain,157,19342,729
Sci-Fi,brutalist-the-html.fountain,163,27414,1094
Sci-Fi,croupier-html.fountain,160,19065,818
Sci-Fi,grabbers-html.fountain,146,19279,965
Sci-Fi,how-to-train-your-dragon-html.fountain,104,21838,641
Sci-Fi,meet-joe-black-html.fountain,117,30008,1354
Sci-Fi,ocean-s-twelve-html.fountain,8,23287,945
Sci-Fi,passengers-html.fountain,37,25164,1071
Sci-Fi,star-wars-the-empire-strikes-back-html.fountain,285,27502,842
Sci-Fi,sugar-html.fountain,43,24593,799
Sci-Fi,surrogates-html.fountain,179,24414,691
Sci-Fi,timber-falls-html.fountain,7,21740,658
Sci-Fi,twilight-html.fountain,215,23047,690
Sci-Fi,two-for-the-money-html.fountain,192,27196,878
Sci-Fi,zerophilia-html.fountain,34,14582,885
Thriller,austin-powers-2-the-spy-who-shagged-me.fountain,111,17235,782
Thriller,conspiracy-theory.fountain,183,23506,836
Thriller,flight-pdf.fountain,141,32168,841
Thriller,swingers.fountain,115,17151,845
War,13-days.fountain,281,33742,864
War,3-kings.fountain,140,25904,1115
War,3-kings-spoils-of-war.fountain,37,25460,864
War,the-5th-element.fountain,98,24322,858
War,american-outlaws.fountain,147,21107,971
War,antz.fountain,85,17634,662
War,bottle-rocket.fountain,103,19812,1185
War,bringing-out-the-dead.fountain,78,18129,781
War,the-cider-house-rules.fountain,197,26146,1035
War,the-assignment.fountain,201,33055,733
War,basic.fountain,142,22329,1064
War,the-battle-of-shaker-heights.fountain,99,18082,931
War,blade-trinity.fountain,179,25092,447
War,braveheart.fountain,125,27455,691
War,the-doors.fountain,208,37218,1052
War,four-feathers.fountain,378,32731,703
War,highlander-4.fountain,117,18446,597
War,hotel-rwanda.fountain,203,23939,1000
War,independence-day.fountain,327,26883,853
War,the-jacket.fountain,185,28125,792
War,jason-x.fountain,187,20674,1010
War,jfk.fountain,72,52766,1264
War,kundun.fountain,213,23742,558
War,last-of-the-mohicans.fountain,123,25205,564
War,lone-star.fountain,100,23468,1178
War,man-in-the-iron-mask.fountain,140,26907,825
War,man-on-fire-pdf.fountain,187,26126,856
War,man-on-fire.fountain,186,25485,891
War,the-patriot.fountain,165,29424,739
War,pearl-harbor.fountain,314,33255,811
War,planet-of-the-apes-2001.fountain,166,22214,10
War,resident-evil-romero-unproduced.fountain,185,22909,541
War,resident-evil.fountain,128,22898,700
War,rush-hour.fountain,192,23435,728
War,rushmore.fountain,83,21911,904
War,the-salton-sea.fountain,199,22009,816
War,saving-private-ryan.fountain,68,22243,890
War,soldier.fountain,239,32013,493
War,spartan-pdf.fountain,315,29564,563
War,thirteen-days.fountain,281,33674,867
War,toy-story.fountain,121,21455,867
War,warm-springs.fountain,148,20997,872
War,xxx.fountain,129,24700,664
War,star-wars-a-new-hope-html.fountain,486,33473,1004
War,syriana-html.fountain,6,29232,653
War,star-wars-the-empire-strikes-back-html.fountain,285,27502,842
Western,american-outlaws.fountain,147,21107,971
Western,space-cowboys-pdf.fountain,177,25629,929
Western,tombstone.fountain,117,30528,1041
